Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00      70/137         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [199]
[161]    0.0    0.00    0.00     137         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [161]
-----------------------------------------------
                0.00    0.00     135/135         bool std::operator!=<std::vector<Cell, std::allocator<Cell> >*>(std::move_iterator<std::vector<Cell, std::allocator<Cell> >*> const&, std::move_iterator<std::vector<Cell, std::allocator<Cell> >*> const&) [163]
[162]    0.0    0.00    0.00     135         bool std::operator==<std::vector<Cell, std::allocator<Cell> >*>(std::move_iterator<std::vector<Cell, std::allocator<Cell> >*> const&, std::move_iterator<std::vector<Cell, std::allocator<Cell> >*> const&) [162]
                0.00    0.00     270/270         std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>::base() const [147]
-----------------------------------------------
                0.00    0.00     135/135         std::vector<Cell, std::allocator<Cell> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>, std::vector<Cell, std::allocator<Cell> >*>(std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>, std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>, std::vector<Cell, std::allocator<Cell> >*) [284]
[163]    0.0    0.00    0.00     135         bool std::operator!=<std::vector<Cell, std::allocator<Cell> >*>(std::move_iterator<std::vector<Cell, std::allocator<Cell> >*> const&, std::move_iterator<std::vector<Cell, std::allocator<Cell> >*> const&) [163]
                0.00    0.00     135/135         bool std::operator==<std::vector<Cell, std::allocator<Cell> >*>(std::move_iterator<std::vector<Cell, std::allocator<Cell> >*> const&, std::move_iterator<std::vector<Cell, std::allocator<Cell> >*> const&) [162]
-----------------------------------------------
                0.00    0.00      18/131         void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [310]
                0.00    0.00      21/131         bool __gnu_cxx::__ops::_Val_less_iter::operator()<int, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(int&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const [220]
                0.00    0.00      42/131         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Val_less_iter) [243]
                0.00    0.00      50/131         bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const [209]
[164]    0.0    0.00    0.00     131         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [164]
-----------------------------------------------
                0.00    0.00     129/129         std::vector<Cell, std::allocator<Cell> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, std::vector<Cell, std::allocator<Cell> >*>(__gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, __gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, std::vector<Cell, std::allocator<Cell> >*) [26]
[165]    0.0    0.00    0.00     129         bool __gnu_cxx::operator!=<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >(__gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > > const&) [165]
                0.00    0.00     258/258         __gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >::base() const [148]
-----------------------------------------------
                0.00    0.00     128/128         std::allocator<Cell>::allocator() [169]
[166]    0.0    0.00    0.00     128         __gnu_cxx::new_allocator<Cell>::new_allocator() [166]
-----------------------------------------------
                0.00    0.00     128/128         std::vector<Cell, std::allocator<Cell> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, std::vector<Cell, std::allocator<Cell> >*>(__gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, __gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, std::vector<Cell, std::allocator<Cell> >*) [26]
[167]    0.0    0.00    0.00     128         __gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >::operator++() [167]
-----------------------------------------------
                0.00    0.00     128/128         std::vector<Cell, std::allocator<Cell> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, std::vector<Cell, std::allocator<Cell> >*>(__gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, __gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >, std::vector<Cell, std::allocator<Cell> >*) [26]
[168]    0.0    0.00    0.00     128         __gnu_cxx::__normal_iterator<std::vector<Cell, std::allocator<Cell> > const*, std::vector<std::vector<Cell, std::allocator<Cell> >, std::allocator<std::vector<Cell, std::allocator<Cell> > > > >::operator*() const [168]
-----------------------------------------------
                0.00    0.00     128/128         std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_impl::_Vector_impl() [170]
[169]    0.0    0.00    0.00     128         std::allocator<Cell>::allocator() [169]
                0.00    0.00     128/128         __gnu_cxx::new_allocator<Cell>::new_allocator() [166]
-----------------------------------------------
                0.00    0.00     128/128         std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_base() [171]
[170]    0.0    0.00    0.00     128         std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_impl::_Vector_impl() [170]
                0.00    0.00     128/128         std::allocator<Cell>::allocator() [169]
-----------------------------------------------
                0.00    0.00     128/128         std::vector<Cell, std::allocator<Cell> >::vector() [172]
[171]    0.0    0.00    0.00     128         std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_base() [171]
                0.00    0.00     128/128         std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_impl::_Vector_impl() [170]
-----------------------------------------------
                0.00    0.00     128/128         Board::Board(int, int, int, int, int, XColor*) [11]
[172]    0.0    0.00    0.00     128         std::vector<Cell, std::allocator<Cell> >::vector() [172]
                0.00    0.00     128/128         std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_base() [171]
-----------------------------------------------
                0.00    0.00     127/127         std::vector<Cell, std::allocator<Cell> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>, std::vector<Cell, std::allocator<Cell> >*>(std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>, std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>, std::vector<Cell, std::allocator<Cell> >*) [284]
[173]    0.0    0.00    0.00     127         std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>::operator*() const [173]
-----------------------------------------------
                0.00    0.00     127/127         std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_base(std::_Vector_base<Cell, std::allocator<Cell> >&&) [176]
[174]    0.0    0.00    0.00     127         std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_impl::_M_swap_data(std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_impl&) [174]
                0.00    0.00     381/381         std::enable_if<std::__and_<std::is_move_constructible<Cell*>, std::is_move_assignable<Cell*> >::value, void>::type std::swap<Cell*>(Cell*&, Cell*&) [146]
-----------------------------------------------
                0.00    0.00     127/127         std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_base(std::_Vector_base<Cell, std::allocator<Cell> >&&) [176]
[175]    0.0    0.00    0.00     127         std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_impl::_Vector_impl(std::allocator<Cell>&&) [175]
                0.00    0.00     127/254         std::remove_reference<std::allocator<Cell>&>::type&& std::move<std::allocator<Cell>&>(std::allocator<Cell>&) [159]
                0.00    0.00     127/639         std::allocator<Cell>::allocator(std::allocator<Cell> const&) [138]
-----------------------------------------------
                0.00    0.00     127/127         std::vector<Cell, std::allocator<Cell> >::vector(std::vector<Cell, std::allocator<Cell> >&&) [178]
[176]    0.0    0.00    0.00     127         std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_base(std::_Vector_base<Cell, std::allocator<Cell> >&&) [176]
                0.00    0.00     127/254         std::remove_reference<std::allocator<Cell>&>::type&& std::move<std::allocator<Cell>&>(std::allocator<Cell>&) [159]
                0.00    0.00     127/2942        std::_Vector_base<Cell, std::allocator<Cell> >::_M_get_Tp_allocator() [105]
                0.00    0.00     127/127         std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_impl::_Vector_impl(std::allocator<Cell>&&) [175]
                0.00    0.00     127/127         std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_impl::_M_swap_data(std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_impl&) [174]
-----------------------------------------------
                0.00    0.00     127/127         std::vector<Cell, std::allocator<Cell> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>, std::vector<Cell, std::allocator<Cell> >*>(std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>, std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>, std::vector<Cell, std::allocator<Cell> >*) [284]
[177]    0.0    0.00    0.00     127         std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>::operator++() [177]
-----------------------------------------------
                0.00    0.00     127/127         void std::_Construct<std::vector<Cell, std::allocator<Cell> >, std::vector<Cell, std::allocator<Cell> > >(std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> >&&) [179]
[178]    0.0    0.00    0.00     127         std::vector<Cell, std::allocator<Cell> >::vector(std::vector<Cell, std::allocator<Cell> >&&) [178]
                0.00    0.00     127/127         std::remove_reference<std::vector<Cell, std::allocator<Cell> >&>::type&& std::move<std::vector<Cell, std::allocator<Cell> >&>(std::vector<Cell, std::allocator<Cell> >&) [180]
                0.00    0.00     127/127         std::_Vector_base<Cell, std::allocator<Cell> >::_Vector_base(std::_Vector_base<Cell, std::allocator<Cell> >&&) [176]
-----------------------------------------------
                0.00    0.00     127/127         std::vector<Cell, std::allocator<Cell> >* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>, std::vector<Cell, std::allocator<Cell> >*>(std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>, std::move_iterator<std::vector<Cell, std::allocator<Cell> >*>, std::vector<Cell, std::allocator<Cell> >*) [284]
[179]    0.0    0.00    0.00     127         void std::_Construct<std::vector<Cell, std::allocator<Cell> >, std::vector<Cell, std::allocator<Cell> > >(std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> >&&) [179]
                0.00    0.00     127/127         std::vector<Cell, std::allocator<Cell> >&& std::forward<std::vector<Cell, std::allocator<Cell> > >(std::remove_reference<std::vector<Cell, std::allocator<Cell> > >::type&) [181]
                0.00    0.00     127/57956       operator new(unsigned long, void*) [44]
                0.00    0.00     127/127         std::vector<Cell, std::allocator<Cell> >::vector(std::vector<Cell, std::allocator<Cell> >&&) [178]
-----------------------------------------------
                0.00    0.00     127/127         std::vector<Cell, std::allocator<Cell> >::vector(std::vector<Cell, std::allocator<Cell> >&&) [178]
[180]    0.0    0.00    0.00     127         std::remove_reference<std::vector<Cell, std::allocator<Cell> >&>::type&& std::move<std::vector<Cell, std::allocator<Cell> >&>(std::vector<Cell, std::allocator<Cell> >&) [180]
-----------------------------------------------
                0.00    0.00     127/127         void std::_Construct<std::vector<Cell, std::allocator<Cell> >, std::vector<Cell, std::allocator<Cell> > >(std::vector<Cell, std::allocator<Cell> >*, std::vector<Cell, std::allocator<Cell> >&&) [179]
[181]    0.0    0.00    0.00     127         std::vector<Cell, std::allocator<Cell> >&& std::forward<std::vector<Cell, std::allocator<Cell> > >(std::remove_reference<std::vector<Cell, std::allocator<Cell> > >::type&) [181]
-----------------------------------------------
                0.00    0.00      20/110         void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int>(int&&) [230]
                0.00    0.00      30/110         void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [203]
                0.00    0.00      30/110         void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [202]
                0.00    0.00      30/110         void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [201]
[182]    0.0    0.00    0.00     110         int&& std::forward<int>(std::remove_reference<int>::type&) [182]
-----------------------------------------------
                0.00    0.00      18/85          void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [310]
                0.00    0.00      30/85          std::vector<int, std::allocator<int> >::push_back(int&&) [204]
                0.00    0.00      37/85          void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Val_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Val_less_iter) [243]
[183]    0.0    0.00    0.00      85         std::remove_reference<int&>::type&& std::move<int&>(int&) [183]
-----------------------------------------------
                0.00    0.00      20/60          __gnu_cxx::new_allocator<int>::allocate(unsigned long, void const*) [222]
                0.00    0.00      40/60          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [194]
[184]    0.0    0.00    0.00      60         __gnu_cxx::new_allocator<int>::max_size() const [184]
-----------------------------------------------
                0.00    0.00      60/60          int* std::__copy_move_a2<true, int*, int*>(int*, int*, int*) [232]
[185]    0.0    0.00    0.00      60         int* std::__niter_base<int*>(int*) [185]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::at(unsigned long) [187]
[186]    0.0    0.00    0.00      50         std::vector<int, std::allocator<int> >::_M_range_check(unsigned long) const [186]
                0.00    0.00      50/180         std::vector<int, std::allocator<int> >::size() const [160]
-----------------------------------------------
                0.00    0.00      50/50          Faction::init(int) [291]
[187]    0.0    0.00    0.00      50         std::vector<int, std::allocator<int> >::at(unsigned long) [187]
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::_M_range_check(unsigned long) const [186]
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::operator[](unsigned long) [188]
-----------------------------------------------
                0.00    0.00      50/50          std::vector<int, std::allocator<int> >::at(unsigned long) [187]
[188]    0.0    0.00    0.00      50         std::vector<int, std::allocator<int> >::operator[](unsigned long) [188]
-----------------------------------------------
                0.00    0.00       5/45          std::vector<int, std::allocator<int> >::~vector() [309]
                0.00    0.00      40/45          void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int>(int&&) [230]
[189]    0.0    0.00    0.00      45         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [189]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<int, std::allocator<int> >::max_size() const [192]
[190]    0.0    0.00    0.00      40         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [190]
-----------------------------------------------
                0.00    0.00      40/40          decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [195]
[191]    0.0    0.00    0.00      40         std::move_iterator<int*>::base() const [191]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [223]
[192]    0.0    0.00    0.00      40         std::vector<int, std::allocator<int> >::max_size() const [192]
                0.00    0.00      40/40          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [194]
                0.00    0.00      40/40          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [190]
-----------------------------------------------
                0.00    0.00      40/40          std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [197]
[193]    0.0    0.00    0.00      40         std::move_iterator<int*>::move_iterator(int*) [193]
-----------------------------------------------
                0.00    0.00      40/40          std::vector<int, std::allocator<int> >::max_size() const [192]
[194]    0.0    0.00    0.00      40         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [194]
                0.00    0.00      40/60          __gnu_cxx::new_allocator<int>::max_size() const [184]
-----------------------------------------------
                0.00    0.00      40/40          int* std::copy<std::move_iterator<int*>, int*>(std::move_iterator<int*>, std::move_iterator<int*>, int*) [236]
[195]    0.0    0.00    0.00      40         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [195]
                0.00    0.00      40/40          int* std::__miter_base<int*>(int*) [196]
                0.00    0.00      40/40          std::move_iterator<int*>::base() const [191]
-----------------------------------------------
                0.00    0.00      40/40          decltype (__miter_base(({parm#1}.base)())) std::__miter_base<int*>(std::move_iterator<int*>) [195]
[196]    0.0    0.00    0.00      40         int* std::__miter_base<int*>(int*) [196]
-----------------------------------------------
                0.00    0.00      40/40          int* std::__uninitialized_move_if_noexcept_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [235]
[197]    0.0    0.00    0.00      40         std::move_iterator<int*> std::__make_move_if_noexcept_iterator<int, std::move_iterator<int*> >(int*) [197]
                0.00    0.00      40/40          std::move_iterator<int*>::move_iterator(int*) [193]
-----------------------------------------------
                0.00    0.00      12/36          __gnu_cxx::new_allocator<Move>::allocate(unsigned long, void const*) [252]
                0.00    0.00      24/36          std::allocator_traits<std::allocator<Move> >::max_size(std::allocator<Move> const&) [217]
[198]    0.0    0.00    0.00      36         __gnu_cxx::new_allocator<Move>::max_size() const [198]
-----------------------------------------------
                0.00    0.00       5/35          void std::__sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [315]
                0.00    0.00      30/35          void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [310]
[199]    0.0    0.00    0.00      35         bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [199]
                0.00    0.00      70/137         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [161]
-----------------------------------------------
                0.00    0.00       5/33          std::vector<int, std::allocator<int> >::begin() [307]
                0.00    0.00       5/33          std::vector<int, std::allocator<int> >::end() [306]
                0.00    0.00       9/33          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_backward_a2<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [277]
                0.00    0.00      14/33          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [246]
[200]    0.0    0.00    0.00      33         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [200]
-----------------------------------------------
                0.00    0.00      30/30          void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [202]
[201]    0.0    0.00    0.00      30         void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [201]
                0.00    0.00      30/110         int&& std::forward<int>(std::remove_reference<int>::type&) [182]
                0.00    0.00      30/57956       operator new(unsigned long, void*) [44]
-----------------------------------------------
                0.00    0.00      10/30          void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [203]
                0.00    0.00      20/30          void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int>(int&&) [230]
[202]    0.0    0.00    0.00      30         void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [202]
                0.00    0.00      30/110         int&& std::forward<int>(std::remove_reference<int>::type&) [182]
                0.00    0.00      30/30          void __gnu_cxx::new_allocator<int>::construct<int, int>(int*, int&&) [201]
-----------------------------------------------
                0.00    0.00      30/30          std::vector<int, std::allocator<int> >::push_back(int&&) [204]
[203]    0.0    0.00    0.00      30         void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [203]
                0.00    0.00      30/110         int&& std::forward<int>(std::remove_reference<int>::type&) [182]
                0.00    0.00      20/20          void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int>(int&&) [230]
                0.00    0.00      10/30          void std::allocator_traits<std::allocator<int> >::construct<int, int>(std::allocator<int>&, int*, int&&) [202]
-----------------------------------------------
                0.00    0.00      30/30          Faction::init(int) [291]
[204]    0.0    0.00    0.00      30         std::vector<int, std::allocator<int> >::push_back(int&&) [204]
                0.00    0.00      30/85          std::remove_reference<int&>::type&& std::move<int&>(int&) [183]
                0.00    0.00      30/30          void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [203]
-----------------------------------------------
                0.00    0.00       1/27          std::_Vector_base<Move, std::allocator<Move> >::_Vector_base(std::_Vector_base<Move, std::allocator<Move> >&&) [369]
                0.00    0.00       2/27          std::vector<Move, std::allocator<Move> >::~vector() [347]
                0.00    0.00      24/27          void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<Move>(Move&&) [259]
[205]    0.0    0.00    0.00      27         std::_Vector_base<Move, std::allocator<Move> >::_M_get_Tp_allocator() [205]
-----------------------------------------------
                0.00    0.00      27/27          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_backward_a2<true, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [277]
[206]    0.0    0.00    0.00      27         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [206]
                0.00    0.00      27/137         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [161]
-----------------------------------------------
                0.00    0.00      25/25          void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [310]
[207]    0.0    0.00    0.00      25         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++() [207]
-----------------------------------------------
                0.00    0.00       9/25          __gnu_cxx::new_allocator<std::vector<Cell, std::allocator<Cell> > >::allocate(unsigned long, void const*) [269]
                0.00    0.00      16/25          std::allocator_traits<std::allocator<std::vector<Cell, std::allocator<Cell> > > >::max_size(std::allocator<std::vector<Cell, std::allocator<Cell> > > const&) [242]
[208]    0.0    0.00    0.00      25         __gnu_cxx::new_allocator<std::vector<Cell, std::allocator<Cell> > >::max_size() const [208]
-----------------------------------------------
                0.00    0.00      25/25          void std::__insertion_sort<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__ops::_Iter_less_iter) [310]
[209]    0.0    0.00    0.00      25         bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const [209]
                0.00    0.00      50/131         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [164]
-----------------------------------------------
                0.00    0.00      25/25          void std::_Destroy<int*>(int*, int*) [212]
[210]    0.0    0.00    0.00      25         void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [210]
-----------------------------------------------
                0.00    0.00       5/25          std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [304]
                0.00    0.00      20/25          void std::vector<int, std::allocator<int> >::_M_emplace_back_aux<int>(int&&) [230]
[211]    0.0    0.00    0.00      25         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [211]
                0.00    0.00      20/20          std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [227]
-----------------------------------------------
